Item ID,Sentiment,SentimentText,Clean_text
903,5,@RailMinIndia @drmncrald @ed_eeg Pnr- 6305720206,pnr
904,4,"@RailMinIndia @sureshprabhu 22640 late by 3hrs, need 2 catch coromandel 4m chennai.plz help. Thr r many passngrs n kids who will suffer.",late hr need catch coromandel chennaiplz help thr r many passngrs n kid suffer
905,6,@rpfsrtpj @rpfsrly @drmmadurai @RailMinIndia Thanks a lot for your prompt respons. Much appreciated.,thanks lot prompt respons much appreciated
906,0,@RailMinIndia Sir pnr6153065592 my bogie toilets n washbasin blocked by few passengers n evn its dirty n no water in tap locatn BURHANPUR,sir pnr bogie toilet n washbasin blocked passenger n evn dirty n water tap locatn burhanpur
907,5,@RailMinIndia  It's good to see changes in railway..but I am really amazed why customers are  being charged for wait list cancelled ticket,its good see change railwaybut i really amazed customer charged wait list cancelled ticket
908,4,@RailMinIndia Sir Eastern railway ki local ki halat kab sudhregi.Time pe to chorti nahi.agr 5 baje ki train ho toâ¦ https://t.co/MPs4taH5WV,sir eastern railway ki local ki halat kab sudhregitime pe chorti nahiagr baje ki train ho toâ httpstcompstahwv
909,7,"@RailMinIndia @mohitbansal660 @RpfNwr Sir, kindly share your contact number with journey details and specify placeâ¦ https://t.co/JVJMorksgY",sir kindly share contact number journey detail specify placeâ httpstcojvjmorksgy
910,3,@RailMinIndia sir do something for old vendors who gave their service for long time n now they were retired forcely n r on hand to mouth,sir something old vendor gave service long time n retired forcely n r hand mouth
911,0,@RailMinIndia @sureshpprabhu  12818 departed without water in A1 coach,departed without water a coach
912,5,"@RailMinIndia pnr-8246872931,travelling tomorrow with wife n kid(1.5yrs).tickets confirmed but berth unallocated, can i get 1 lower birth?",pnrtravelling tomorrow wife n kidyrstickets confirmed berth unallocated get lower birth
913,5,"@RailMinIndia sir, can I board the Rajdhani express on wait listed tatkal ticket ?",sir i board rajdhani express wait listed tatkal ticket
914,6,@vikaskh05172507 @SirDebasis @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/SH1DzBApOg,httpstcoshdzbapog
915,5,@RailMinIndia Did receive refund for failed and canceled tickets on 22nd May. Transaction ids are 100000514877723 and 100000514877729,did receive refund failed canceled ticket nd may transaction id
916,4,@oggy_84 @drmmumbaicr @RailMinIndia B-2 is 18th coach from engine,b th coach engine
917,6,@RailMinIndia thanks for destination alert today in azad hind express at Badneravery very good,thanks destination alert today azad hind express badneravery good
918,0,@RailMinIndia  PNR 8535486976 dirty and used blanket and used bedroll given no one is responding very bad,pnr dirty used blanket used bedroll given one responding bad
919,6,@sureshpprabhu @RailMinIndia  Cleanliness guidelines should be set for all passengers &amp; should be ascertained that they r strictly followed,cleanliness guideline set passenger amp ascertained r strictly followed
920,6,RT @KurokonekoKamen: ð±Highlander Hellcat ðQuirky Veterinarian ð©ââï¸ #Paranormal #Romance #Fantasy #free #Kindle #PNR #audiobook #Audibleâ¦ ,rt ðhighlander hellcat ðquirky veterinarian ðââï paranormal romance fantasy free kindle pnr audiobook audibleâ
921,1,@RailMinIndia @Central_Railway @SouthernRailUK @RailwayNorthern handbag has been stolen while travelling from delhi to warangal in train.,handbag stolen travelling delhi warangal train
922,0,"@RailMinIndia @sureshpprabhu No response from the staff, had asked AC to be reduced, its freezing cold in coach C6U of 11085, PNR:8403884907",no response staff asked ac reduced freezing cold coach cu pnr
923,4,"@sureshpprabhu @RailMinIndia  trains in the bbs-tig route are late by minimum 2 hrs for a long time,may we know why sir? #much_difficult",train bbstig route late minimum hr long timemay know sir much_difficult
924,4,"@RailMinIndia sir t.02396 AC is not working, PC is not their, it is delayed by 1hr40mi plz do something or plz don't start any special train",sir ac working pc delayed hrmi plz something plz dont start special train
925,5,@RailMinIndia reservations date on which we have to go is 26 June16.so plz reply as soon as possible...Thanks to railway.,reservation date go juneso plz reply soon possiblethanks railway
926,5,"@RailMinIndia @sureshpprabhu @GM_NRly: R you sure agents are not bkng tatkal tckts at 10AM.. 12424, 248 3AC + 80 2AC booked in jst 2-3mns",r sure agent bkng tatkal tckts am ac ac booked jst mn
927,0,"no water supply in basins for the hast 7 hours,contacted tt but all in vain pnr no 4512791357",water supply basin hast hourscontacted tt vain pnr
928,5,RailMinIndia Dear sir PNR NO.2337832847 train no.15622 from Chapra to New Bongaigaon still showing Waiting list iâ¦ https://t.co/hSQNKp84Nm,railminindia dear sir pnr no train chapra new bongaigaon still showing waiting list iâ httpstcohsqnkpnm
929,5,@RailMinIndia why can't we make bookings on the app between 8AM to 12PM? I am a frequent traveller and will enable us to book Tatkal tkts,cant make booking app am pm i frequent traveller enable u book tatkal tkts
930,7,@RailMinIndia @mistuni @IR_ENHM @IR_EDMECHG @crseecor17 Officials concerned communicated about the issue @srdmewat,officials concerned communicated issue
931,0,@RailMinIndia @sureshpprabhu  Unbareble smell in ES 1 couch of 16517.,unbareble smell es couch
932,4,@RailMinIndia I missed my connecting train(12525) due to delay in first train(12318) on 8th june 2016. Irctc is refusing refunds. Pls help.,i missed connecting train due delay first train th june irctc refusing refund pls help
933,5,"having ticket conflict, contacted ticket collecter, but all I vain. Pnr 4512791357",ticket conflict contacted ticket collecter i vain pnr
934,4,@RailMinIndia why train no. 12183 is made unnecessarily delay,train made unnecessarily delay
935,5,"@RailMinIndia From couple of months, Tatkal reservation is failing post online payment. This causes unrest &amp; trouble among passengers. (1/2)",from couple month tatkal reservation failing post online payment this cause unrest amp trouble among passenger
936,0,"@RailMinIndia PNR 2861119352. Pantry supplied pathetic food. Also, no water in toilet. And, this is the Rajdhani :( Unable to reach 138.",pnr pantry supplied pathetic food also water toilet and rajdhani unable reach
937,7,"RT @IndiaBTL: Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but couâ¦ ",rt glad inform amp confirmed multiple source newspaper distributed railway officially couâ
938,5,"@IRCTC_Ltd @RailMinIndia I'm on general ticket counter on NHH STSN and clerk says tkt will be given 30 min before train arrival,is it rule?",im general ticket counter nhh stsn clerk say tkt given min train arrivalis rule
939,6,@sureshpprabhu @RailMinIndia after longtime i am traveling in train.. vry neat and clean suprb service.thank u sir??????,longtime traveling train vry neat clean suprb servicethank u sir
940,3,@sureshpprabhu @RailMinIndia when i asked catering team y r u selling in higher prices they told extra money is given to higher officers,asked catering team r u selling higher price told extra money given higher officer
941,4,@RailMinIndia see this drug addicated lady abusing my mom at plateform no 4 plz help https://t.co/ld33XhTYNm,see drug addicated lady abusing mom plateform plz help httpstcoldxhtynm
942,3,@RailMinIndia @GMSWR 17318 Hubli express. Ordered thali in 2AC. Watery bhaji and watery dal. Thick Rotis and low quality rice. For Rs.110/-,hubli express ordered thali ac watery bhaji watery dal thick rotis low quality rice for rs
943,0,"@RailMinIndia sir there is no water in coach. Can you pls do the needful.    PNR:6553140020,",sir water coach can pls needful pnr
944,3,@sureshpprabhu @RailMinIndia There has been no improvements on food quality over the time and it looks forced to buy that food,there improvement food quality time look forced buy food
945,4,"""@RailMinIndia I want to draw your attention about train running late. I've reservation on 13006 train. Yday this tâ¦ https://t.co/OEeuzFeHgh""",i want draw attention train running late ive reservation train yday tâ httpstcooeeuzfehgh
946,0,@sureshpprabhu @narendramodi @RailMinIndia Most dirt in Railways come groundnuts (moongfali) waste and food waste. Plz make railways clean,most dirt railways come groundnut moongfali waste food waste plz make railway clean
947,3,@RailMinIndia @sureshpprabhu no food no water tckt charged filthy bt suvida is worst than a summer spl dis service is pethetic train 05514,food water tckt charged filthy bt suvida worst summer spl dis service pethetic train
948,6,RT @MaheshLPatil4: @ACMBCT2 @savehitesh @drmbct @DVPravasi @RailMinIndia @WesternRly @PiyushGoyal @PMOIndia @narendramodi @srdombct Deâ¦ ,rt deâ
949,4,"@RailMinIndia why before 8 am, most tickets of latest date of ticket booking i.e.8th Oct 2016 has been sold out?",ticket latest date ticket booking ieth oct sold
950,0,@RailMinIndia @drmbsbner @IR_ENHM @drmhowrah @cleanmycoach I did massage to 58888 but Noone replied yet pls sir I wâ¦ https://t.co/VOmlWWbtum,i massage noone replied yet pls sir i wâ httpstcovomlwwbtum
951,6,@RailMinIndia Enjoyed awesum Jurny frm MFP to ALJN  n paid 3800 fr 3AC instead of 1300..incredible Indian Railway n Prabhu g,enjoyed awesum jurny frm mfp aljn n paid fr ac instead incredible indian railway n prabhu g
952,2,"@RailMinIndia @sureshpprabhu my mther suffering from cancer stge 4,have to go TMH MUMBAI.pls hlp me to get cnfrm brth PNR 2118329361 TN12138",mther suffering cancer stge go tmh mumbaipls hlp get cnfrm brth pnr tn
953,1,"@RailMinIndia PNR-4320339380, coach attendant misbehaving with passengers on asking for pillow for RAC passenger, snatched pillow from me.",pnr coach attendant misbehaving passenger asking pillow rac passenger snatched pillow
954,5,"@sureshpprabhu @railminindia Sir,Sent refund claim appl with TDR to Chief Comm Manager(Refunds),SERon 22Dec2014. No refund received yet.",sirsent refund claim appl tdr chief comm managerrefundsseron dec no refund received yet
955,4,@RailMinIndia sir i travel train 04416 this train no water no clear no any suvidha or train strat on time ftom ndls now 2 hours late.,sir travel train train water clear suvidha train strat time ftom ndls hour late
956,0,"@RailMinIndia @drmmumbaicr @gm_crly Tweet No 4, First Mumbai showers have made havoc, as usual. Train stuck at Matunga. Made In India.",tweet no first mumbai shower made havoc usual train stuck matunga made in india
957,5,@RailMinIndia @sureshpprabhu 2/2 I have an interview to attend on 13th June please help me sir please sir I can't afford any other mode plz,i interview attend th june please help sir please sir i cant afford mode plz
958,4,@RailMinIndia @PiyushGoyal @PMOIndia 59441 runs late daily between surat to ankleshwar &amp; onwards. Request to do needful.Any doubt check NTES,run late daily surat ankleshwar amp onwards request needfulany doubt check ntes
959,6,@rpfsrtpj @drmmadurai @RailMinIndia @rpfsrly Thanks a lot for your prompt respons. Much appreciated.,thanks lot prompt respons much appreciated
960,6,@RailMinIndia @sureshpprabhu  Cleanliness across all stations of from Coimbatore Tiruppur Erode Salem Jolarpet witnessed. Happy. But speed?,cleanliness across station coimbatore tiruppur erode salem jolarpet witnessed happy but speed
961,0,@sureshpprabhu @RailMinIndia whole coach B1 is suffering in train no. 18510 which just left Hyderabad. Please take some action immediately!,whole coach b suffering train left hyderabad please take action immediately
962,6,@RailMinIndia @sureshpprabhu Escalator is bad idea: costly installation &amp; maintenance; potential danger of safety &amp; corruption!,escalator bad idea costly installation amp maintenance potential danger safety amp corruption
963,4,@Vaibhav70569723 @PiyushGoyalOffc @RailMinIndia Hold up at jaipur due to non acceptance from Agra division @SrDOM_Agra,hold jaipur due non acceptance agra division
964,5,@RailMinIndia @sureshpprabhu @drmmumbaicr  Please help me to get PNR 8535189763 confirmed as traveling with old parents &amp; months old baby,please help get pnr confirmed traveling old parent amp month old baby
965,1,@sureshpprabhu @RailMinIndia Younger sister traveling alone frm NGP to VZM. No RPF security personnel on board. Train No 19453,younger sister traveling alone frm ngp vzm no rpf security personnel board train no
966,0,@RailMinIndia can give you few pics of washroom.Experience was completely spoiled after great experience in sampoorna kranti.,give pic washroomexperience completely spoiled great experience sampoorna kranti
967,0,@RailMinIndia PNR 6252057607 train no. 14649..S7 -47 coach doesn't  have lights.....coach overcrowded. ....plz do smething...Mo..8858623000,pnr train s coach doesnt lightscoach overcrowded plz smethingmo
968,3,@RailMinIndia Varanasi Bound Running shivganga exp 12560 Vendor are selling mineral water other than rail neer. Iceling and pawan brand sold,varanasi bound running shivganga exp vendor selling mineral water rail neer iceling pawan brand sold
969,4,@RailMinIndia Why trains are running late even from source station..... PNR 2419148498,why train running late even source station pnr
970,7,"@RailMinIndia @NeharikaSadotra Mam, u r bag could not be traced despite best efforts. Thanks for calling us.",mam u r bag could traced despite best effort thanks calling u
971,1,@sureshpprabhu @RailMinIndia my father inlaw Mr.Debendra mohanty working in balasore railway station in booking dept has lost his promotion,father inlaw mrdebendra mohanty working balasore railway station booking dept lost promotion
972,3,@railminindia sir my ecatering order is not delivered in nasik road.i want to make complain https://t.co/LnXXWCzEUF,sir ecatering order delivered nasik roadi want make complain httpstcolnxxwczeuf
