Item ID,Sentiment,SentimentText,SentimentText_Copy
769,5,@RailMinIndia @drmsdah @sureshpprabhu  plz stop this.they are carrying goods without tickets in Down Lalgola Memu nw https://t.co/FWhWFL3XlE,plz stop thisthey are carrying goods without tickets  down lalgola memu nw httpstcofwhwflxle
770,7,"@sanjaygupta2012 @DRMbhopal @RailMinIndia @PiyushGoyal sorry for inconvenience ,matter noted @IRCTC_Ltd",sorry for inconvenience matter noted
771,3,@RailMinIndia sir water bottle for rs 20 and tea for 10 at villupuram jn take action,sir water bottle for rs  and tea for  at villupuram jn take action
772,1,"@RailMinIndia @alok4u220022 Sir, FIR has been lodged by GRP/Varanasi vide Cr.No. Nil/94/16 U/S 379 IPC has been transferred to GRP/Kiul.",sir fir has been lodged by grpvaranasi vide crno nil us  ipc has been transferred to grpkiul
773,3,@RailMinIndia @sureshpprabhu paschim express vendor doesn't give food as per the menu Nd doesn't give rail neer watervendor is Mr aggarwal.,paschim express vendor doesnt give food as per the menu nd doesnt give rail neer watervendor  mr aggarwal
774,5,"@sureshpprabhu @RailMinIndia sir,wt shall consumer do if IRCTC doesn;t take care of issue? thr telephone customer support is worst ever exp&gt;",sirwt shall consumer do if irctc doesnt take care of issue thr telephone customer support  worst ever expgt
775,5,"@RailMinIndia Sir,Tatkal tickets closed within few seconds.After one hour Agent will sales the ticket 600Rs extra from base rate.kindlyclose",sirtatkal tickets closed within few secondsafter one hour agent will sales the ticket rs extra from base ratekindlyclose
776,5,@RailMinIndia Sirohi Rajasthan railway counter hacked by unauthorized agent. Poor public facing problem. No governance.,sirohi rajasthan railway counter hacked by unauthorized agent poor public facing problem no governance
777,3,"@RailMinIndia  wish the food had not been unpalatable &amp; unhygienic, toilets so unclean. 12006, 9-6-16, C6. Train travel is an ordeal!",wish the food had not been unpalatable amp unhygienic toilets so unclean   c train travel  an ordeal
778,5,@sureshpprabhu @RailMinIndia  sir staff caught by ttr in yesvantpur Blr no platform ticket asking fine of Rs 650 is it right amount.,sir staff caught by ttr  yesvantpur blr no platform ticket asking fine of rs   it right amount
779,5,@sureshpprabhu @RailMinIndia IRctc website was better in Lalu's time for common man. plz allocate sometime for tatkal quota for common man,irctc website was better  lalus time for common man plz allocate sometime for tatkal quota for common man
780,3,@bk14564 @NitinSubudhi @RailMinIndia @PiyushGoyal They will not give reply..Doon caterer r habitual offenders n u wâ¦ https://t.co/JijuBdQko2,they will not give replydoon caterer r habitual offenders n u w httpstcojijubdqko
781,0,@RailMinIndia @sureshpprabhu no proper maintenance in Samatha express light and fan not working at pnr 6655960301,no proper maintenance  samatha express light and fan not working at pnr
782,7,"RT @eswarkanchu: @RailMinIndia @SCRailwayIndia Sir, Sri Mohd. JAMSHED MT, @AshwaniLohani Sri P.GUHA PRINCIPAL ED(Coachg) ð KINDLY REâ¦ ",rt    sir sri mohd jamshed mt  sri pguha principal edcoachg  kindly re
783,6,"@RailMinIndia we are follow to ""PM Idea stop corruption"".thanks to ministry of railway  for stoping tatkal ticket corruption.Thanks",we are follow to pm idea stop corruptionthanks to ministry of railway  for stoping tatkal ticket corruptionthanks
784,5,@RailMinIndia @sureshpprabhu trying to connect to IRCTC since 11.00 am for Tatkal but couldn't even login.,trying to connect to irctc since  am for tatkal  couldnt even login
785,4,@RailMinIndia pls see how the train at #Kerala delayed. 12696 TVC MAS SF (schde6.30 pm Kollam) arrived station at 6â¦ https://t.co/HOTOG8HuwO,pls see how the train at kerala delayed  tvc mas sf schde pm kollam arrived station at  httpstcohotoghuwo
786,3,@pkroy0077 @RailMinIndia veg thali you paid RS50 only,veg thali you paid rs only
787,3,"@RailMinIndia @drmdelhi Quality of food at its worst.PNR:2865039072,TRAIN:12038,DOJ:10-06-16,CC,LDH-NDLS,Dep:16:40,MAITALI+1,C4 45,C4 44",quality of food at its worstpnrtraindojccldhndlsdepmaitalic c
788,3,"@RailMinIndia 12512, vendor is asking more price than actual price list,chappati, egg rice everything high price..looting ppl money",vendor  asking more price than actual price listchappati egg rice everything high pricelooting ppl money
789,4,@sureshpprabhu @RailMinIndia Train no 12485 currently delayed by 2 hours. I hve connectng train 12055 to catch frm new delhi station. HELP,train no  currently delayed by  hours i hve connectng train  to catch frm new delhi station help
790,1,"@RailMinIndia PNR 8553246148 B 11/42, MOBILE NO: 7300113446....DRUNKARD PASSENGER SITTING BESIDE ME, HARASSING MY Fâ¦ https://t.co/gRwlmSyyby",pnr  b  mobile no drunkard passenger sitting beside me harassing my f httpstcogrwlmsyyby
791,5,@RailMinIndiaI booked tkt 90 days early in train num 12166.. I coudnt get confirm . Plzz sir help me My seat num is s6 /39,booked tkt  days early  train num  i coudnt get confirm  plzz sir help me my seat num  s
792,4,"@RailMinIndia @KonkanRailway @GM_CRly @PiyushGoyal my sister is traveling by train no 50106, train is 3 hours late.â¦ https://t.co/8xfkCfxZ8E",my sister  traveling by train no  train   hours late httpstcoxfkcfxze
793,3,@RailMinIndia @sureshpprabhu PNR 8535414980 Railway caterers not providing menu card for food. kindly help train at Hazrat nizamuddin,pnr  railway caterers not providing menu card for food kindly help train at hazrat nizamuddin
794,0,"@RailMinIndia very poor facilities in Mahanama express with no water and broken taps in sleeper coaches, train running late by approx 1hr",very poor facilities  mahanama express with no water and broken taps  sleeper coaches train running late by approx hr
795,4,@RailMinIndia @PiyushGoyal sir what about the matter that i tweeted you... Still no progress in resuming train no 54212..,sir what about the matter that i tweeted you still no progress  resuming train no
796,0,@RailMinIndia @gmwcrailway Train 29019 Coach A1 - 2nd AC at KOTA. AC not working and no water. Parents not well. Please help!,train  coach a  nd ac at kota ac not working and no water parents not well please help
797,4,@RailMinIndia sir..the train status is bit confusing.. https://t.co/1Y83dnU9A8,sirthe train status  bit confusing httpstcoydnua
798,5,"@RailMinIndia 2 Kids  age 7. The Seats allocated are in Coach no.  11, 8 and 2.  Please help to get seats in single coach",kids  age  the seats allocated are  coach no    and   please help to get seats  single coach
799,6,RT @wbellauthor: RT @MistralKDawn #Treat yourself to a #romantic #adventure among the Fae this #weekend &amp; be #enchanted! #Free w/â¦ ,rt  rt  treat yourself to a romantic adventure among the fae this weekend amp be enchanted free w
800,2,@RailMinIndia medical issue need AC coach atleast to sbp if anyth possible plz help train 18005 pnr 6552902495 ready to born any extra cost.,medical issue need ac coach atleast to sbp if anyth possible plz help train  pnr  ready to born any extra cost
801,5,@drmncrald @abhineet_hit @RailMinIndia @PiyushGoyal @PMOIndia sorry for inconvenience.your complaint will attended at CNB/STN.,sorry for inconvenienceyour complaint will attended at cnbstn
802,0,"@RailMinIndia Train no. 12547 Coach S4, Seat no. 56. Fan is not working.",train no  coach s seat no  fan  not working
803,0,@RailMinIndia nowater in s10 coach of purusottam exp 12802 just deparyed from allahabad,nowater  s coach of purusottam exp  just deparyed from allahabad
804,6,@RailMinIndia Thanks a lot for your very good activities for the railway passangers safe journey.,thanks a lot for your very good activities for the railway passangers safe journey
805,5,@RailMinIndia i did typo error for pnr 4840535080 as I typed Rajukmar instead of Rajkumar while booking a tatkal please advise what shd I do,i did typo error for pnr  as i typed rajukmar instead of rajkumar while booking a tatkal please advise what shd i do
806,3,"@RailMinIndia paranthas /rotis are not baked properly. I dont understand why bread cutlets are served in breakfast ,who likes it.",paranthas rotis are not baked properly i dont understand why bread cutlets are served  breakfast who likes it
807,7, @drmdelhi @IR_EDMECHG @CRSE_CHG_NR 2139649203 Name . Ahmad Ali D2 sheat no 29,name  ahmad ali d sheat no
808,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master..... https://t.co/kQKhh3SEjz,water being wasted at lttmumbai no action taken by the station master httpstcokqkhhsejz
809,4,Booked goods as luggage on 15 Nov from #Jalpaiguri from @RailMinIndia  to be sent to #Jammu.Goods still not despatâ¦ https://t.co/xf2DO1uwvo,booked goods as luggage on  nov from jalpaiguri from   to be sent to jammugoods still not despat httpstcoxfdouwvo
810,1,"@RailMinIndia @shaakuntlaupad Mam, said missing lady could not be traced despite best efforts. Pl lodge missing report with GRP/Dhanbad.",mam said missing lady could not be traced despite best efforts pl lodge missing report with grpdhanbad
811,3,@RailMinIndia (pnr 44201392215) the food quality is very low in this train. Please improve,pnr  the food quality  very low  this train please improve
812,4,@RailMinIndia  just starting rain central line is running late.great arrangements by Mumbai local train service.hats off,just starting rain central line  running lategreat arrangements by mumbai local train servicehats off
813,4,@sureshpprabhu @RailMinIndia the flagship trains like Duronto are delayed platform is changed last minute total anarchy,the flagship trains like duronto are delayed platform  changed last minute total anarchy
814,6,@drmncrald @RailMinIndia @PiyushGoyal @GMNCR1 @anuj0109 @rakeshgoswamiHT 1st stop HO quota of 35 seats you offer inâ¦ https://t.co/BJHFCmNHjh,st stop ho quota of  seats you offer  httpstcobjhfcmnhjh
815,5,@RailMinIndia @sureshpprabhu Mistake made by my staff by not taking platform ticket but no reciept given for fine paid in yesvantpur Blr.,mistake made by my staff by not taking platform ticket  no reciept given for fine paid  yesvantpur blr
816,3,"@RailMinIndia @drmbct @sureshpprabhu Sir,vendor in paschim  serves only 3rd standard bad water,refuses 4 rail neer, https://t.co/hCzAcHOUqc",sirvendor  paschim  serves only rd standard bad waterrefuses  rail neer httpstcohczachouqc
817,4,"@sureshpprabhu @RailMinIndia attend WBPCL Civil Engg paper at Kolkata at 12/06/16 at 11 AM. Train no 13132, late 8 hours. Can I get any help",attend wbpcl civil engg paper at kolkata at  at  am train no  late  hours can i get any help
818,4,@sureshpprabhu @RailMinIndia @drmdelhi @srdomchgdli 54011 stuck between Bijwasan &amp; GGN .Regular late running train. https://t.co/MzckRYlMG7,stuck between bijwasan amp ggn regular late running train httpstcomzckrylmg
819,4,@RailMinIndia when train number 22481 is coming at 8.50 am so why train number 22482 is late by 2.15 hours https://t.co/y17VHb8J4A,when train number   coming at  am so why train number   late by  hours httpstcoyvhbja
820,6,@RailMinIndia happy with today's journey train was on time,happy with todays journey train was on time
821,3,@RailMinIndia Meals on wheels horrible food delivrd by Comesum costing 150 @ 22817Asked 4 chhapaties thali but delivrd combination of both.,meals on wheels horrible food delivrd by comesum costing   asked  chhapaties thali  delivrd combination of both
822,5, @PiyushGoyal If a person buys ticket online and if its not confirmed then why that ticket is not a vâ¦ https://t.co/fgalcVcM6C,if a person buys ticket online and if its not confirmed then why that ticket  not a v httpstcofgalcvcmc
823,0,@RailMinIndia fans is not working in train 12142 coach no S8 berth no 68.train is arrived at ppta (Patliputra) station,fans  not working  train  coach no s berth no train  arrived at ppta patliputra station
824,4, I want to draw your attention about train running late. I've reservation on 13006 train. Yday this tâ¦ https://t.co/OEeuzFeHgh,i want to draw your attention about train running late ive reservation on  train yday this t httpstcooeeuzfehgh
825,4,@RailMinIndia Pnr8647770808 very bad situation..all unreserved passengers sitting in resrvation coach causing inconvinience to passengers,pnr very bad situationall unreserved passengers sitting  resrvation coach causing inconvinience to passengers
826,4,@RailMinIndia train no-14312 has started 10 hours late itself.It has caused immense inconvenience and loss. Pnr-8747962829(1/2),train no has started  hours late itselfit has caused immense inconvenience and loss pnr
